Time_Point_(Week#),Media_type,Flow_type,Centrifuged,405nm_alkP,488nm_VFz_abs,560nm_alamB,488nm_VF_FL
3,10%CS,0,1,0.455,0.340,0.397,"354,170"
3,10%CS,50,1,0.679,0.526,0.580,"535,834"
3,10%CS,100,1,0.658,0.679,0.387,"735,144"
3,10%CS,150,1,0.529,0.378,0.534,"389,345"
4,10%CS,0,1,0.374,0.310,0.443,"329,426"
4,10%CS,50,1,0.887,0.419,0.933,"434,092"
4,10%CS,100,1,0.604,0.588,1.033,"598,100"
4,10%CS,150,1,0.460,0.450,0.494,"488,432"
5,10%CS,0,1,0.396,0.231,0.339,"229,393"
5,10%CS,50,1,0.671,0.287,0.493,"303,143"
5,10%CS,100,1,0.573,0.475,0.683,"489,355"
5,10%CS,150,1,0.457,0.339,0.405,"348,836"
6,10%CS,0,1,0.257,0.191,0.172,"194,519"
6,10%CS,50,1,0.589,0.210,0.411,"205,163"
6,10%CS,100,1,0.602,0.414,0.751,"416,977"
6,10%CS,150,1,0.707,0.307,0.576,"315,193"
7,10%CS,0,1,0.157,0.074,0.128,"85,200"
7,10%CS,50,1,0.673,0.172,0.388,"187,397"
7,10%CS,100,1,0.712,0.461,0.503,"423,780"
7,10%CS,150,1,0.662,0.308,0.538,"328,533"
0,Std,0,1,0.199,0.205,0.121,"200,499"
0,Std,50,1,0.416,0.418,0.348,"431,636"
0,Std,100,1,0.175,0.173,0.133,"180,818"
0,Std,150,1,0.081,0.078,0.162,"83,313"
1,Std,0,1,0.237,0.066,0.233,"67,657"
1,Std,50,1,0.372,0.224,0.722,"227,193"
1,Std,100,1,0.399,0.259,0.358,"257,795"
1,Std,150,1,0.329,0.215,0.866,"209,600"
2,Std,0,1,0.223,0.175,0.374,"176,166"
2,Std,50,1,0.367,0.215,0.608,"236,390"
2,Std,100,1,0.345,0.337,0.564,"383,782"
2,Std,150,1,0.379,0.337,0.806,"350,927"
3,Std,0,1,0.369,0.173,0.450,"175,614"
3,Std,50,1,0.566,0.387,0.732,"406,311"
3,Std,100,1,0.522,0.606,0.578,"605,749"
3,Std,150,1,0.494,0.350,0.684,"366,231"
4,Std,0,1,0.284,0.283,0.871,"273,586"
4,Std,50,1,0.750,0.502,1.011,"532,059"
4,Std,100,1,0.673,0.512,1.070,"480,089"
4,Std,150,1,0.574,0.455,0.637,"423,114"
5,Std,0,1,0.277,0.230,0.720,"231,272"
5,Std,50,1,0.636,0.290,0.732,"282,914"
5,Std,100,1,0.403,0.342,1.032,"334,801"
5,Std,150,1,0.355,0.378,0.390,"393,380"
6,Std,0,1,0.185,0.283,0.413,"308,422"
6,Std,50,1,0.402,0.268,0.770,"272,232"
6,Std,100,1,0.444,0.249,1.163,"240,854"
6,Std,150,1,0.492,0.444,0.638,"440,434"
7,Std,0,1,0.057,0.125,0.083,"123,337"
7,Std,50,1,0.436,0.167,0.438,"158,417"
7,Std,100,1,0.497,0.318,0.949,"308,608"
7,Std,150,1,0.516,0.487,0.513,"513,468"
